ticket_number,date,time,article,Quantity,unit_price_euro
151145,09/01/2021,12:57:00,TRADITIONAL BAGUETTE,2,1.2
151146,09/01/2021,12:59:00,GAL POIRE CHOCO 4P,1,8
151148,09/01/2021,13:00:00,BANETTE,2,1.05
151151,09/01/2021,13:04:00,TRADITIONAL BAGUETTE,1,1.2
151155,09/01/2021,13:11:00,COUPE,1,0.15
151155,09/01/2021,13:11:00,PAIN BANETTE,3,1.4
151157,09/01/2021,13:13:00,BAGUETTE,2,0.9
151158,09/01/2021,13:14:00,BAGUETTE,1,0.9
151159,09/01/2021,13:15:00,CEREAL BAGUETTE,2,1.25
151160,09/01/2021,13:15:00,TRADITIONAL BAGUETTE,2,€ 1.2
151163,09/01/2021,13:23:00,FORMULE SANDWICH,3,6.5
151167,09/01/2021,13:28:00,TRADITIONAL BAGUETTE,1,1.2
151175,09/01/2021,13:40:00,FICELLE,1,0.6
151176,09/01/2021,13:41:00,BANETTE,1,1.05
151176,09/01/2021,13:41:00,BAGUETTE,1,0.9
151178,09/01/2021,13:53:00,FORMULE SANDWICH,1,€ 6.5
151180,09/01/2021,13:54:00,TRADITIONAL BAGUETTE,1,1.2
151184,09/01/2021,17:43:00,TRADITIONAL BAGUETTE,1,
151186,09/01/2021,17:51:00,BAGUETTE,1,0.9
151186,09/01/2021,17:51:00,GAL FRANGIPANE 6P,1,12
151187,09/01/2021,00:00:00,KOUIGN AMANN,1,2.1
151187,09/01/2021,17:53:00,TRADITIONAL BAGUETTE,2,1.2
151188,09/01/2021,17:58:00,TRADITIONAL BAGUETTE,1,1.2
151189,09/01/2021,18:04:00,GAL POMME 4P,1,8
151191,09/01/2021,18:08:00,TRADITIONAL BAGUETTE,1,1.2
151191,09/01/2021,18:08:00,BANETTE,1,1.05
151192,09/01/2021,18:09:00,BANETTE,1,1.05
151193,09/01/2021,18:10:00,TRADITIONAL BAGUETTE,3,1.2
151194,09/01/2021,18:23:00,TRADITIONAL BAGUETTE,2,1.2
151195,09/01/2021,18:24:00,TRADITIONAL BAGUETTE,1,1.2
151195,09/01/2021,18:24:00,GAL FRANGIPANE 6P,1,12
151196,09/01/2021,01:15:00,COUPE,1,0.15
151197,09/01/2021,18:38:00,PAIN AU CHOCOLAT,2,1.2
151199,09/01/2021,18:43:00,BANETTE,1,1.05
151199,09/01/2021,18:43:00,TRADITIONAL BAGUETTE,1,1.2
151200,09/01/2021,18:52:00,QUIM BREAD,2,1
151200,09/01/2021,18:52:00,PAIN BANETTE,2,1.4
151201,09/01/2021,18:58:00,CAFE OU EAU,1,1
151202,09/01/2021,19:00:00,GAL POMME 6P,1,12
151203,09/01/2021,19:05:00,unknown,1,0.15
151204,09/01/2021,19:08:00,BANETTE,1,1.05
151206,09/01/2021,19:54:00,BANETTE,2,1.05
151209,10/01/2021,08:31:00,CROISSANT,2,1.1
151209,10/01/2021,08:31:00,BAGUETTE,1,0.9
151211,10/01/2021,08:54:00,TRADITIONAL BAGUETTE,1,1.2
151212,10/01/2021,09:02:00,PAIN AU CHOCOLAT,5,1.2
151212,10/01/2021,09:02:00,CROISSANT,5,1.1
151213,10/01/2021,09:03:00,DEMI BAGUETTE,1,0.45
151213,10/01/2021,09:03:00,DIVERS BOULANGERIE,1,1
151214,10/01/2021,09:06:00,BAGUETTE,2,0.9
151215,10/01/2021,09:07:00,CROISSANT,4,1.1
151215,10/01/2021,09:07:00,COUPE,1,0.15
151221,10/01/2021,09:35:00,BANETTINE,1,0.6
151221,10/01/2021,00:00:00,FICELLE,1,0.6
151223,10/01/2021,09:54:00,,1,4
151223,10/01/2021,09:54:00,COUPE,1,0.15
151223,10/01/2021,09:54:00,vik   bread,1,2.5
151225,10/01/2021,09:57:00,PAIN AU CHOCOLAT,2,1.2
151227,10/01/2021,10:03:00,NANTAIS,2,2.5
151228,10/01/2021,10:07:00,GAL POMME 4P,1,8
151231,10/01/2021,10:18:00,TRADITIONAL BAGUETTE,2,1.2
151232,10/01/2021,10:19:00,CROISSANT,2,1.1
151235,10/01/2021,10:30:00,TRADITIONAL BAGUETTE,3,1.2
151236,10/01/2021,10:31:00,BAGUETTE,1,0.9
151237,10/01/2021,10:32:00,TRADITIONAL BAGUETTE,1,1.2
151238,10/01/2021,10:33:00,BAGUETTE,4,0.9
151239,10/01/2021,10:34:00,TRADITIONAL BAGUETTE,3,1.2
151240,10/01/2021,10:36:00,unknown,1,1.2
151241,10/01/2021,10:38:00,CROISSANT,3,1.1
151243,10/01/2021,10:44:00,  BAGUETTE  ,1,0.9
151243,10/01/2021,10:44:00,GAL POMME 6P,1,12
151247,10/01/2021,10:50:00,TRADITIONAL BAGUETTE,1,1.2
151250,01/10/2021,10:55:00,GAL FRANGIPANE 6P,1,12
151251,10/01/2021,10:57:00,GAL FRANGIPANE 6P,1,12
151252,10/01/2021,10:58:00,QUIM BREAD,2,1
151253,10/01/2021,11:00:00,BANETTE,1,1.05
151257,10/01/2021,11:05:00,MOISSON,1,2
151259,10/01/2021,11:06:00,TRADITIONAL BAGUETTE,5,1.2
151260,10/01/2021,11:10:00,DIVERS VIENNOISERIE,1,4
151260,10/01/2021,11:10:00,BANETTE,1,1.05
151262,10/01/2021,11:12:00,traditional   baguette,1,1.2
151265,10/01/2021,11:01:00,DIVERS VIENNOISERIE,2,6
151265,10/01/2021,11:01:00,,1,8
151266,10/01/2021,11:26:00,BANETTINE,1,0.6
151267,01/10/2021,9:37 AM,CROISSANT,-3,1.1
151267,10/01/2021,11:29:00,PAIN AU CHOCOLAT,1,1.2
151268,10/01/2021,11:31:00,,2,1.2
151268,10/01/2021,11:31:00,TRADITIONAL BAGUETTE,3,1.2
151270,10/01/2021,11:34:00,GAL POIRE CHOCO 4P,1,8
151271,10/01/2021,11:38:00,COUPE,1,0.15
151273,10/01/2021,11:39:00,TRADITIONAL BAGUETTE,3,1.2
151279,10/01/2021,11:43:00,VIK BREAD,1,2.5
151281,10/01/2021,00:00:00,VIK BREAD,1,2.5
151284,10/01/2021,11:46:00,BANETTE,1,1.05
151285,10/01/2021,01:15:00,TRADITIONAL BAGUETTE,1,1.2
151288,10/01/2021,11:49:00,COUPE,1,0.15
151288,10/01/2021,11:49:00,BOULE 400G,1,1.5
151291,10/01/2021,11:54:00,DIVERS BOULANGERIE,1,1
151294,10/01/2021,11:55:00,CEREAL BAGUETTE,2,1.25
151297,10/01/2021,11:59:00,BANETTE,2,1.05
151300,10/01/2021,12:02:00,BAGUETTE,1,0.9
151300,10/01/2021,00:00:00,TRADITIONAL BAGUETTE,1,1.2
151301,10/01/2021,12:05:00,GACHE,1,5
151301,10/01/2021,12:05:00,BANETTE,1,1.05
151303,10/01/2021,12:07:00,TRADITIONAL BAGUETTE,2,1.2
151303,10/01/2021,12:07:00,NANTAIS,1,2.5
151305,10/01/2021,01:15:00,BANETTE,1,1.05
151306,10/01/2021,12:10:00,TRADITIONAL BAGUETTE,1,1.2
151307,10/01/2021,12:10:00,PAIN,2,1.15
151308,10/01/2021,12:11:00,CAMPAGNE,1,1.8
151308,10/01/2021,12:11:00,TRADITIONAL BAGUETTE,1,
151310,10/01/2021,12:13:00,unknown,2,1.2
151310,10/01/2021,12:13:00,TRADITIONAL BAGUETTE,2,1.2
151311,10/01/2021,12:13:00,TRADITIONAL BAGUETTE,1,1.2
151312,10/01/2021,12:14:00,,-1,1.2
151313,10/01/2021,12:15:00,unknown,1,8
151314,10/01/2021,12:17:00,CEREAL BAGUETTE,1,1.25
151315,10/01/2021,12:18:00,CROISSANT,1,1.1
151316,10/01/2021,12:19:00,GAL POMME 4P,-1,8
151317,10/01/2021,12:19:00,SPECIAL BREAD,1,2.4
151318,10/01/2021,12:21:00,GAL POIRE CHOCO 6P,1,12
151318,10/01/2021,12:21:00,COUPE,1,0.15
151318,10/01/2021,12:21:00,TRADITIONAL BAGUETTE,1,1.2
151319,10/01/2021,12:22:00,TRADITIONAL BAGUETTE,2,1.2
151320,10/01/2021,12:22:00,TRADITIONAL BAGUETTE,2,1.2
151321,10/01/2021,12:23:00,SPECIAL BREAD,1,2.4
151322,10/01/2021,12:24:00,TRADITIONAL BAGUETTE,2,1.2
151324,10/01/2021,12:26:00,TRADITIONAL BAGUETTE,2,1.2
151328,10/01/2021,12:29:00,GAL FRANGIPANE 4P,1,8
151328,10/01/2021,12:29:00,TRADITIONAL BAGUETTE,1,1.2
151329,10/01/2021,12:29:00,TRADITIONAL BAGUETTE,4,1.2
151330,10/01/2021,12:30:00,SPECIAL BREAD,1,2.4
151332,10/01/2021,12:31:00,GAL FRANGIPANE 4P,1,8
151334,10/01/2021,12:33:00,GAL FRANGIPANE 4P,1,8
151336,10/01/2021,12:36:00,CHAUSSON AUX POMMES,2,1.4
151337,10/01/2021,12:38:00,unknown,1,1.2
151338,10/01/2021,12:39:00,CROISSANT AMANDES,2,1.4
151340,10/01/2021,12:40:00,COUPE,1,0.15
151341,10/01/2021,12:41:00,TRADITIONAL BAGUETTE,1,1.2
151341,10/01/2021,01:15:00,COUPE,1,0.15
151342,10/01/2021,12:42:00,COUPE,1,0.15
151343,01/10/2021,12:42:00,TRADITIONAL BAGUETTE,2,1.2
151348,10/01/2021,12:44:00,CAMPAGNE,1,"1,8"
151348,10/01/2021,12:44:00,COUPE,1,0.15
151350,10/01/2021,12:45:00,TRADITIONAL BAGUETTE,2,1.2
151351,10/01/2021,12:46:00,COMPLET,1,1.5
151351,10/01/2021,12:46:00,,1,0.15
151352,10/01/2021,12:47:00,BANETTE,2,1.05
151354,10/01/2021,12:49:00,BAGUETTE,1,0.9
151356,10/01/2021,12:50:00,GAL POMME 4P,1,8
151356,10/01/2021,12:50:00,TRADITIONAL BAGUETTE,3,1.2
151359,10/01/2021,12:53:00,DIVERS VIENNOISERIE,1,6
151359,10/01/2021,12:53:00,CAMPAGNE,1,1.8
151359,10/01/2021,12:53:00,TRADITIONAL BAGUETTE,1,1.2
151360,10/01/2021,12:55:00,CROISSANT AMANDES,1,1.4
151362,10/01/2021,12:56:00,COUPE,1,0.15
151363,10/01/2021,12:57:00,CROISSANT,5,1.1
151366,10/01/2021,13:00:00,TRADITIONAL BAGUETTE,2,1.2
151368,10/01/2021,13:01:00,,2,1.2
151370,10/01/2021,13:03:00,BAGUETTE,1,0.9
151372,10/01/2021,13:05:00,TRADITIONAL BAGUETTE,2,1.2
151372,10/01/2021,13:05:00,GAL FRANGIPANE 4P,1,8
151376,10/01/2021,13:13:00,TRADITIONAL BAGUETTE,2,1.2
151377,10/01/2021,13:14:00,PAIN AU CHOCOLAT,1,1.2
151377,10/01/2021,13:14:00,TRADITIONAL BAGUETTE,2,1.2
151379,10/01/2021,13:20:00,BAGUETTE,1,0.9
151381,10/01/2021,13:22:00,,1,1.2
151383,10/01/2021,13:01:00,GAL FRANGIPANE 6P,1,12
151386,10/01/2021,13:30:00,BAGUETTE,1,0.9
151386,10/01/2021,13:30:00,  BANETTE  ,1,1.05
151387,10/01/2021,13:31:00,BAGUETTE,1,0.9
151388,10/01/2021,13:33:00,GALETTE 8 PERS,1,16
151389,10/01/2021,13:35:00,BANETTE,1,1.05
151390,10/01/2021,13:36:00,  BANETTE  ,1,1.05
151391,10/01/2021,13:37:00,BANETTE,1,1.05
151392,10/01/2021,13:52:00,unknown,1,2.5
151393,10/01/2021,13:53:00,PAIN BANETTE,1,1.4
151394,10/01/2021,13:58:00,BAGUETTE,2,0.9
151394,10/01/2021,13:58:00,PAIN BANETTE,1,1.4
151396,11/01/2021,08:36:00,unknown,1,1.2
151397,01/11/2021,08:43:00,BAGUETTE,1,0.9
151399,11/01/2021,08:58:00,COOKIE,1,1
151400,11/01/2021,09:00:00,TRADITIONAL BAGUETTE,2,1.2
151403,11/01/2021,09:17:00,TRADITIONAL BAGUETTE,6,1.2
151404,11/01/2021,09:20:00,CROISSANT,1,1.1
151407,11/01/2021,09:27:00,COUPE,1,0.15
151407,11/01/2021,09:27:00,BOULE 200G,1,1.1
151407,11/01/2021,09:27:00,TRADITIONAL BAGUETTE,1,1.2
151409,11/01/2021,09:30:00,BAGUETTE,1,0.9
151412,11/01/2021,09:38:00,TRADITIONAL BAGUETTE,2,1.2
151415,11/01/2021,01:15:00,BAGUETTE,1,0.9
151416,11/01/2021,09:58:00,PAIN,1,1.15
151419,11/01/2021,10:07:00,CROISSANT,1,1.1
151421,11/01/2021,10:10:00,TRADITIONAL BAGUETTE,1,1.2
151422,11/01/2021,10:14:00,BOULE 400G,1,1.5
151423,11/01/2021,10:23:00,BANETTE,1,1.05
151425,11/01/2021,10:35:00,FORMULE SANDWICH,1,"6,5"
151425,11/01/2021,10:35:00,QUIM BREAD,1,1
151426,11/01/2021,10:37:00,DEMI BAGUETTE,1,0.45
151428,11/01/2021,10:41:00,DIVERS PATISSERIE,1,8
151428,11/01/2021,10:41:00,CROISSANT,3,1.1
151431,11/01/2021,10:43:00,  VIK BREAD  ,1,2.5
151431,11/01/2021,10:43:00,,1,1.05
151433,11/01/2021,10:48:00,TRADITIONAL BAGUETTE,1,1.2
151434,11/01/2021,10:50:00,BAGUETTE,2,0.9
151438,11/01/2021,11:11:00,BAGUETTE,4,"0,9"
151439,11/01/2021,11:15:00,PAIN AU CHOCOLAT,1,1.2
151440,11/01/2021,11:15:00,BANETTE,1,1.05
151440,11/01/2021,11:15:00,NANTAIS,2,2.5
151441,11/01/2021,11:17:00,CROISSANT,1,
151441,11/01/2021,11:17:00,DIVERS PATISSERIE,1,8
151444,11/01/2021,11:21:00,KOUIGN AMANN,1,2.1
151445,11/01/2021,11:21:00,CROISSANT,1,1.1
151446,11/01/2021,11:22:00,BANETTINE,1,0.6
151446,11/01/2021,11:22:00,BANETTE,1,1.05
151448,11/01/2021,11:30:00,BAGUETTE,1,0.9
151449,11/01/2021,11:34:00,QUIM BREAD,3,1
151449,11/01/2021,11:34:00,TRADITIONAL BAGUETTE,1,1.2
151451,11/01/2021,11:37:00,SANDWICH COMPLET,2,4.5
151452,11/01/2021,9:37 AM,BOULE 200G,3,1.1
151456,11/01/2021,11:43:00,TRADITIONAL BAGUETTE,1,1.2
151457,11/01/2021,11:44:00,BANETTE,1,1.05
151458,11/01/2021,11:52:00,PAIN,1,1.15
151461,11/01/2021,12:08:00,FORMULE SANDWICH,1,"6,5"
151465,11/01/2021,12:16:00,COUPE,1,0.15
151465,11/01/2021,12:16:00,BOULE 400G,1,1.5
151466,11/01/2021,01:15:00,BAGUETTE,2,0.9
151468,11/01/2021,12:21:00,BOULE 200G,1,1.1
151468,01/11/2021,12:21:00,COUPE,1,0.15
151470,11/01/2021,12:24:00,BANETTE,1,1.05
151471,11/01/2021,12:26:00,BAGUETTE,1,0.9
151472,11/01/2021,12:27:00,FORMULE SANDWICH,1,6.5
151473,11/01/2021,12:29:00,TRADITIONAL BAGUETTE,1,1.2
151474,11/01/2021,12:30:00,TRADITIONAL BAGUETTE,1,1.2
151475,11/01/2021,12:30:00,COUPE,1,0.15
151476,11/01/2021,12:31:00,FORMULE SANDWICH,-1,6.5
151481,11/01/2021,12:46:00,TRADITIONAL BAGUETTE,1,1.2
151482,11/01/2021,12:53:00,SANDWICH COMPLET,1,€ 4.5
151488,11/01/2021,13:06:00,BAGUETTE,1,0.9
151488,11/01/2021,13:06:00,COUPE,1,0.15
151490,11/01/2021,13:12:00,COUPE,1,0.15
151490,11/01/2021,13:12:00,DIVERS PATISSERIE,1,8
151490,11/01/2021,13:12:00,BRIOCHE,1,5
151492,11/01/2021,13:16:00,TRADITIONAL BAGUETTE,5,1.2
151494,11/01/2021,13:21:00,TRADITIONAL BAGUETTE,1,1.2
151495,11/01/2021,00:00:00,TRADITIONAL BAGUETTE,2,1.2
151496,11/01/2021,13:24:00,TRADITIONAL BAGUETTE,1,€ 1.2
151502,11/01/2021,13:43:00,TRADITIONAL BAGUETTE,1,1.2
151502,11/01/2021,00:00:00,DIVERS PATISSERIE,1,8
151503,11/01/2021,13:45:00,TRADITIONAL BAGUETTE,2,1.2
151505,11/01/2021,13:52:00,SAND JB EMMENTAL,1,3.5
151510,11/01/2021,17:26:00,BAGUETTE,1,0.9
151511,11/01/2021,17:35:00,COUPE,1,0.15
151513,11/01/2021,17:50:00,COUPE,1,0.15
151513,11/01/2021,17:50:00,CAMPAGNE,1,1.8
151514,11/01/2021,17:53:00,BAGUETTE,3,0.9
151515,11/01/2021,17:57:00,banette,1,1.05
151516,11/01/2021,18:02:00,PAIN AUX RAISINS,1,1.4
151516,11/01/2021,18:02:00,PAIN AU CHOCOLAT,1,1.2
151517,11/01/2021,18:06:00,PAIN AU CHOCOLAT,1,1.2
151518,11/01/2021,18:07:00,CAMPAGNE,1,1.8
151519,11/01/2021,18:16:00,FONDANT CHOCOLAT,2,2.5
151520,11/01/2021,18:22:00,,1,0.15
151521,11/01/2021,18:23:00,TRADITIONAL BAGUETTE,1,1.2
151521,11/01/2021,18:23:00,CHAUSSON AUX POMMES,1,1.4
151522,11/01/2021,18:32:00,COUPE,3,0.15
151522,11/01/2021,18:32:00,TRADITIONAL BAGUETTE,1,1.2
151528,11/01/2021,18:58:00,unknown,1,1.05
151529,11/01/2021,19:07:00,TRADITIONAL BAGUETTE,1,1.2
151532,11/01/2021,19:15:00,TRADITIONAL BAGUETTE,3,1.2
151533,11/01/2021,19:35:00,TRADITIONAL BAGUETTE,1,1.2
151535,11/01/2021,19:36:00,TRADITIONAL BAGUETTE,2,1.2
151536,11/01/2021,19:43:00,TRADITIONAL BAGUETTE,1,1.2
151537,11/01/2021,19:53:00,TRADITIONAL BAGUETTE,1,1.2
151539,12/01/2021,08:37:00,PAIN AU CHOCOLAT,1,1.2
151540,12/01/2021,08:44:00,PAIN AU CHOCOLAT,1,1.2
151540,12/01/2021,08:44:00,BAGUETTE,1,0.9
151542,12/01/2021,09:06:00,  CROISSANT  ,2,1.1
151542,12/01/2021,09:06:00,COMPLET,-1,1.5
151544,12/01/2021,09:08:00,PAIN AU CHOCOLAT,2,1.2
151546,12/01/2021,09:12:00,CAFE OU EAU,2,1
151547,12/01/2021,09:12:00,PAIN AU CHOCOLAT,1,1.2
151547,12/01/2021,09:12:00,CROISSANT,3,1.1
151549,12/01/2021,09:41:00,BANETTE,2,1.05
151550,12/01/2021,09:52:00,SPECIAL BREAD KG,1,4.8
151550,12/01/2021,09:52:00,CAMPAGNE,1,1.8
151550,12/01/2021,01:15:00,,1,0.15
151553,12/01/2021,10:14:00,BANETTE,1,1.05
151554,12/01/2021,10:15:00,TRADITIONAL BAGUETTE,1,1.2
151556,12/01/2021,10:23:00,TRADITIONAL BAGUETTE,1,1.2
151557,12/01/2021,10:29:00,BANETTE,1,1.05
151559,12/01/2021,10:42:00,TRADITIONAL BAGUETTE,2,1.2
151560,12/01/2021,10:44:00,TRADITIONAL BAGUETTE,1,1.2
151561,12/01/2021,10:50:00,  COUPE  ,1,0.15
151562,12/01/2021,11:09:00,BAGUETTE,3,0.9
151563,12/01/2021,01:15:00,SANDWICH COMPLET,2,4.5
151565,12/01/2021,11:17:00,SPECIAL BREAD,1,2.4
151572,01/12/2021,11:32:00,PAIN CHOCO AMANDES,1,1.5
151572,12/01/2021,01:15:00,CHAUSSON AUX POMMES,1,1.4
151573,12/01/2021,11:34:00,BAGUETTE,2,0.9
151575,12/01/2021,11:38:00,BANETTINE,1,0.6
151577,12/01/2021,11:41:00,BANETTINE,1,0.6
151580,12/01/2021,11:45:00,PAIN AU CHOCOLAT,2,1.2
151580,12/01/2021,11:45:00,CROISSANT,2,1.1
151583,12/01/2021,11:49:00,BANETTE,1,1.05
151585,12/01/2021,11:56:00,SANDWICH COMPLET,1,4.5
151586,12/01/2021,11:58:00,COOKIE,5,1
151586,12/01/2021,11:58:00,CROISSANT,2,1.1
151587,12/01/2021,12:02:00,banette,1,1.05
151588,12/01/2021,12:05:00,PAIN,1,1.15
151590,12/01/2021,12:08:00,TRADITIONAL BAGUETTE,1,1.2
151591,12/01/2021,12:08:00,BANETTE,1,1.05
151591,12/01/2021,12:08:00,BAGUETTE,1,0.9
151592,12/01/2021,12:10:00,COUPE,1,0.15
151592,12/01/2021,12:10:00,TRADITIONAL BAGUETTE,3,1.2
151594,12/01/2021,12:12:00,BANETTE,1,1.05
151595,12/01/2021,12:12:00,SPECIAL BREAD,1,2.4
151596,12/01/2021,12:16:00,TRADITIONAL BAGUETTE,1,1.2
151597,12/01/2021,12:20:00,BOULE 400G,1,1.5
151599,12/01/2021,12:27:00,TRADITIONAL BAGUETTE,2,1.2
151600,12/01/2021,12:28:00,BAGUETTE,1,0.9
151600,12/01/2021,12:28:00,  TRADITIONAL BAGUETTE  ,1,1.2
151603,12/01/2021,12:33:00,BOULE 200G,1,1.1
151604,12/01/2021,12:37:00,DIVERS PATISSERIE,1,6
151605,12/01/2021,9:37 AM,CAFE OU EAU,1,1
151606,12/01/2021,12:40:00,TRADITIONAL BAGUETTE,2,1.2
151608,12/01/2021,12:42:00,TRADITIONAL BAGUETTE,2,1.2
151611,12/01/2021,12:47:00,TRADITIONAL BAGUETTE,1,1.2
151615,12/01/2021,12:59:00,BANETTE,1,1.05
151618,12/01/2021,13:08:00,TRADITIONAL BAGUETTE,1,1.2
151619,12/01/2021,13:14:00,SPECIAL BREAD,1,2.4
151620,12/01/2021,13:14:00,TRADITIONAL BAGUETTE,1,1.2
151621,12/01/2021,13:15:00,FORMULE SANDWICH,1,6.5
151622,12/01/2021,13:18:00,DIVERS VIENNOISERIE,1,1
151622,12/01/2021,13:18:00,COUPE,1,"0,15"
151622,12/01/2021,13:18:00,KOUIGN AMANN,1,2.1
151622,12/01/2021,13:18:00,BOULE 400G,1,1.5
151622,12/01/2021,13:18:00,BAGUETTE,1,0.9
151623,12/01/2021,13:23:00,SAND JB EMMENTAL,1,3.5
151626,12/01/2021,13:31:00,FORMULE SANDWICH,1,6.5
151628,12/01/2021,13:41:00,SANDWICH COMPLET,1,4.5
151628,12/01/2021,13:41:00,  SANDWICH COMPLET  ,1,4.5
151629,01/12/2021,13:43:00,BAGUETTE,1,0.9
151631,12/01/2021,13:58:00,PAIN,1,1.15
151632,12/01/2021,00:00:00,CEREAL BAGUETTE,1,1.25
151635,12/01/2021,17:35:00,DIVERS PATISSERIE,1,€ 6.0
151636,12/01/2021,17:42:00,DIVERS PATISSERIE,1,6
151637,12/01/2021,17:45:00,CROISSANT,1,1.1
151638,01/12/2021,17:46:00,TRADITIONAL BAGUETTE,1,1.2
151639,12/01/2021,17:50:00,  BANETTE  ,2,1.05
151640,12/01/2021,18:01:00,DIVERS PATISSERIE,1,6
151640,12/01/2021,18:01:00,DIVERS VIENNOISERIE,1,1
151643,12/01/2021,18:05:00,COMPLET,1,1.5
151643,12/01/2021,18:05:00,COUPE,1,0.15
151646,12/01/2021,18:21:00,TRADITIONAL BAGUETTE,3,1.2
151647,12/01/2021,18:22:00,BAGUETTE,1,0.9
151647,12/01/2021,18:22:00,PAIN AUX RAISINS,1,1.4
151648,12/01/2021,18:32:00,  BOULE 400G  ,1,1.5
151649,12/01/2021,18:37:00,DEMI BAGUETTE,1,0.45
151650,12/01/2021,18:47:00,PAIN AU CHOCOLAT,1,1.2
151654,12/01/2021,19:40:00,TRADITIONAL BAGUETTE,1,1.2
151655,12/01/2021,19:45:00,TRADITIONAL BAGUETTE,1,1.2
151656,12/01/2021,19:48:00,TRADITIONAL BAGUETTE,1,1.2
151658,14/01/2021,08:38:00,CROISSANT,2,€ 1.1
151661,14/01/2021,01:15:00,BAGUETTE,1,0.9
151662,14/01/2021,09:10:00,  BAGUETTE  ,1,0.9
151663,14/01/2021,09:20:00,CAFE OU EAU,3,1
151664,14/01/2021,09:21:00,PAIN AU CHOCOLAT,3,1.2
151666,14/01/2021,09:26:00,NANTAIS,2,2.5
151666,14/01/2021,09:26:00,CROISSANT,4,1.1
151667,14/01/2021,09:33:00,BAGUETTE,1,0.9
151669,14/01/2021,09:39:00,DIVERS PATISSERIE,1,6
151670,14/01/2021,09:40:00,COUPE,1,0.15
151670,14/01/2021,09:40:00,PAIN AU CHOCOLAT,1,1.2
151670,14/01/2021,09:40:00,SPECIAL BREAD,1,2.4
151671,14/01/2021,09:42:00,TRADITIONAL BAGUETTE,2,1.2
151676,14/01/2021,09:49:00,CROISSANT,1,1.1
151676,14/01/2021,09:49:00,PAIN AU CHOCOLAT,1,1.2
151677,14/01/2021,09:52:00,TRADITIONAL BAGUETTE,1,1.2
151678,14/01/2021,09:56:00,unknown,1,0.15
151679,14/01/2021,10:10:00,TRADITIONAL BAGUETTE,1,
151680,14/01/2021,10:17:00,TRADITIONAL BAGUETTE,1,1.2
151681,14/01/2021,10:22:00,TRADITIONAL BAGUETTE,1,1.2
151682,14/01/2021,10:31:00,PAIN,1,1.15
151684,14/01/2021,10:47:00,CROISSANT,2,1.1
151685,14/01/2021,10:49:00,TRADITIONAL BAGUETTE,1,1.2
151686,14/01/2021,00:00:00,PAIN AU CHOCOLAT,1,1.2
151687,14/01/2021,10:54:00,CEREAL BAGUETTE,1,1.25
151689,14/01/2021,11:01:00,CROISSANT,2,1.1
151691,14/01/2021,11:11:00,DIVERS PATISSERIE,1,8
151691,14/01/2021,11:11:00,TRADITIONAL BAGUETTE,2,1.2
151693,14/01/2021,11:17:00,PAIN BANETTE,3,1.4
151694,14/01/2021,11:19:00,SPECIAL BREAD,1,2.4
151694,14/01/2021,11:19:00,COUPE,1,0.15
151695,14/01/2021,11:20:00,SEIGLE,1,1.8
151698,14/01/2021,11:29:00,BAGUETTE,1,0.9
151698,14/01/2021,11:29:00,COUPE,2,0.15
151698,14/01/2021,11:29:00,CAMPAGNE,2,"1,8"
151702,14/01/2021,11:49:00,MOISSON,1,2
151702,14/01/2021,11:49:00,TRADITIONAL BAGUETTE,1,1.2
151702,14/01/2021,11:49:00,CROISSANT,1,1.1
151702,14/01/2021,11:49:00,DIVERS PATISSERIE,1,8
151710,14/01/2021,12:08:00,PAIN BANETTE,1,1.4
151711,14/01/2021,12:08:00,TRADITIONAL BAGUETTE,1,1.2
151713,14/01/2021,12:12:00,SANDWICH COMPLET,1,4.5
151717,14/01/2021,12:16:00,COMPLET,1,1.5
151723,14/01/2021,12:32:00,BANETTE,1,1.05
151726,14/01/2021,12:45:00,unknown,1,2.4
151731,14/01/2021,12:58:00,TRADITIONAL BAGUETTE,1,€ 1.2
151732,14/01/2021,13:00:00,BOULE 200G,1,1.1
151734,14/01/2021,13:06:00,BAGUETTE,1,0.9
151738,14/01/2021,13:12:00,TRADITIONAL BAGUETTE,1,1.2
151738,14/01/2021,13:12:00,DIVERS PATISSERIE,1,8
151740,14/01/2021,13:13:00,  DIVERS PATISSERIE  ,1,8
151740,14/01/2021,13:13:00,SPECIAL BREAD,1,2.4
151740,14/01/2021,13:13:00,COUPE,1,0.15
151743,14/01/2021,13:23:00,SANDWICH COMPLET,1,4.5
151744,14/01/2021,13:28:00,FORMULE SANDWICH,1,6.5
151747,14/01/2021,13:32:00,FORMULE SANDWICH,1,6.5
151748,14/01/2021,13:33:00,COUPE,1,0.15
151748,14/01/2021,13:33:00,MOISSON,1,2
151749,14/01/2021,01:15:00,COMPLET,1,1.5
151751,14/01/2021,13:40:00,BANETTE,1,1.05
151755,14/01/2021,13:47:00,BAGUETTE,8,0.9
151755,14/01/2021,13:47:00,BRIOCHE,1,5
151757,14/01/2021,13:49:00,TRADITIONAL BAGUETTE,1,1.2
151758,14/01/2021,13:54:00,SANDWICH COMPLET,2,4.5
151759,14/01/2021,13:56:00,SANDWICH COMPLET,1,4.5
151763,14/01/2021,17:28:00,COUPE,2,0.15
151763,14/01/2021,17:28:00,CAMPAGNE,2,1.8
151764,14/01/2021,17:36:00,TRADITIONAL BAGUETTE,1,1.2
151767,14/01/2021,17:54:00,COOKIE,1,1
