ticket_number,date,time,article,Quantity,unit_price_euro
152330,18/01/2021,11:38:00,FICELLE,2,0.6
152331,18/01/2021,11:41:00,COUPE,2,0.15
152331,18/01/2021,11:41:00,COMPLET,2,1.5
152334,18/01/2021,11:46:00,BANETTINE,1,0.6
152334,18/01/2021,11:46:00,TRADITIONAL BAGUETTE,1,1.2
152335,18/01/2021,11:46:00,CROISSANT,1,1.1
152335,18/01/2021,11:46:00,BANETTE,1,1.05
152336,18/01/2021,11:52:00,COUPE,1,0.15
152336,18/01/2021,11:52:00,SPECIAL BREAD,1,2.4
152338,18/01/2021,11:52:00,BANETTE,1,1.05
152342,18/01/2021,12:00:00,DEMI BAGUETTE,1,0.45
152346,18/01/2021,12:06:00,TRADITIONAL BAGUETTE,1,1.2
152352,18/01/2021,12:12:00,CAFE OU EAU,1,1
152353,18/01/2021,12:15:00,TRADITIONAL BAGUETTE,3,1.2
152354,18/01/2021,12:21:00,CEREAL BAGUETTE,1,1.25
152355,18/01/2021,12:22:00,TRADITIONAL BAGUETTE,1,1.2
152358,18/01/2021,12:33:00,croissant,1,1.1
152358,18/01/2021,12:33:00,GAL FRANGIPANE 4P,1,8
152365,18/01/2021,12:44:00,TRADITIONAL BAGUETTE,1,1.2
152367,18/01/2021,12:47:00,TRADITIONAL BAGUETTE,1,1.2
152369,18/01/2021,12:51:00,BANETTE,2,1.05
152369,18/01/2021,12:51:00,CAMPAGNE,1,1.8
152370,18/01/2021,12:53:00,DIVERS VIENNOISERIE,1,4
152371,18/01/2021,12:54:00,BAGUETTE,2,0.9
152372,18/01/2021,12:54:00,BAGUETTE,1,0.9
152372,18/01/2021,12:54:00,CEREAL BAGUETTE,1,1.25
152374,18/01/2021,12:55:00,TRADITIONAL BAGUETTE,1,1.2
152375,18/01/2021,12:57:00,COUPE,1,0.15
152376,18/01/2021,12:58:00,TRADITIONAL BAGUETTE,1,1.2
152378,18/01/2021,13:03:00,BAGUETTE,2,0.9
152380,18/01/2021,13:06:00,BAGUETTE,1,0.9
152381,18/01/2021,13:07:00,PAIN BANETTE,1,1.4
152383,18/01/2021,13:08:00,TRADITIONAL BAGUETTE,1,1.2
152389,18/01/2021,13:19:00,BAGUETTE,1,0.9
152389,18/01/2021,01:15:00,GAL POMME 4P,1,8
152390,18/01/2021,13:26:00,unknown,3,1.2
152391,18/01/2021,13:26:00,TRADITIONAL BAGUETTE,1,1.2
152392,18/01/2021,13:29:00,BAGUETTE,1,0.9
152392,18/01/2021,00:00:00,PAIN AUX RAISINS,1,1.4
152393,18/01/2021,13:33:00,TRADITIONAL BAGUETTE,2,1.2
152394,18/01/2021,13:35:00,TRADITIONAL BAGUETTE,3,1.2
152395,18/01/2021,13:37:00,COUPE,2,0.15
152397,18/01/2021,13:39:00,SAND JB EMMENTAL,1,3.5
152398,18/01/2021,13:41:00,TRADITIONAL BAGUETTE,2,1.2
152400,18/01/2021,13:43:00,BAGUETTE,1,0.9
152400,18/01/2021,13:43:00,TRADITIONAL BAGUETTE,1,1.2
152403,18/01/2021,01:15:00,SANDWICH COMPLET,2,4.5
152404,18/01/2021,00:00:00,TRADITIONAL BAGUETTE,2,1.2
152405,18/01/2021,13:57:00,SAND JB EMMENTAL,2,3.5
152406,18/01/2021,17:12:00,PAIN AU CHOCOLAT,1,"1,2"
152407,18/01/2021,17:37:00,BANETTE,1,1.05
152407,18/01/2021,17:37:00,PAIN,1,1.15
152408,18/01/2021,17:39:00,TRADITIONAL BAGUETTE,1,1.2
152410,18/01/2021,17:45:00,DIVERS CONFISERIE,1,3
152410,18/01/2021,17:45:00,CHAUSSON AUX POMMES,1,1.4
152410,18/01/2021,17:45:00,TRADITIONAL BAGUETTE,2,1.2
152410,18/01/2021,17:45:00,PAIN AU CHOCOLAT,3,1.2
152411,18/01/2021,17:48:00,PAIN AU CHOCOLAT,1,€ 1.2
152411,18/01/2021,17:48:00,CROISSANT,1,"1,1"
152413,18/01/2021,17:54:00,COUPE,1,0.15
152414,18/01/2021,18:01:00,cookie,2,1
152414,18/01/2021,18:01:00,KOUIGN AMANN,1,2.1
152415,18/01/2021,18:06:00,TRADITIONAL BAGUETTE,1,1.2
152416,18/01/2021,18:11:00,SPECIAL BREAD,1,€ 2.4
152417,18/01/2021,18:15:00,TRADITIONAL BAGUETTE,2,1.2
152418,18/01/2021,18:23:00,BANETTE,2,1.05
152420,18/01/2021,18:37:00,TRADITIONAL BAGUETTE,1,1.2
152421,18/01/2021,18:38:00,BAGUETTE,1,0.9
152424,18/01/2021,18:42:00,BOULE 400G,1,1.5
152429,19/01/2021,08:45:00,CAFE OU EAU,2,1
152430,19/01/2021,08:47:00,PAIN AU CHOCOLAT,2,1.2
152431,19/01/2021,08:49:00,CAFE OU EAU,2,1
152433,19/01/2021,08:51:00,COOKIE,1,1
152434,19/01/2021,08:53:00,CROISSANT AMANDES,2,1.4
152434,19/01/2021,08:53:00,PAIN CHOCO AMANDES,1,1.5
152435,19/01/2021,08:57:00,BAGUETTE,1,0.9
152436,19/01/2021,09:01:00,TRADITIONAL BAGUETTE,-1,1.2
152437,19/01/2021,09:03:00,DEMI BAGUETTE,1,0.45
152438,19/01/2021,09:05:00,CROISSANT,2,1.1
152438,19/01/2021,09:05:00,PAIN AUX RAISINS,1,1.4
152439,19/01/2021,09:13:00,BAGUETTE,1,0.9
152440,19/01/2021,09:23:00,TRADITIONAL BAGUETTE,1,1.2
152443,19/01/2021,09:45:00,CAFE OU EAU,1,1
152445,19/01/2021,09:49:00,BANETTE,2,1.05
152446,19/01/2021,09:52:00,PAIN,1,1.15
152447,19/01/2021,09:52:00,TRADITIONAL BAGUETTE,1,1.2
152448,19/01/2021,09:53:00,PAIN,1,1.15
152449,19/01/2021,09:54:00,unknown,1,1.4
152453,19/01/2021,10:09:00,TRADITIONAL BAGUETTE,1,1.2
152453,19/01/2021,10:09:00,SPECIAL BREAD,1,2.4
152454,19/01/2021,10:11:00,TRADITIONAL BAGUETTE,2,1.2
152461,19/01/2021,10:35:00,BANETTINE,1,0.6
152465,19/01/2021,10:52:00,BAGUETTE,1,0.9
152466,19/01/2021,10:54:00,TRADITIONAL BAGUETTE,2,1.2
152469,19/01/2021,11:08:00,SPECIAL BREAD,1,2.4
152470,19/01/2021,11:09:00,COUPE,1,0.15
152470,19/01/2021,11:09:00,TRADITIONAL BAGUETTE,1,1.2
152471,19/01/2021,11:10:00,TRADITIONAL BAGUETTE,1,1.2
152472,19/01/2021,11:13:00,COUPE,1,0.15
152472,19/01/2021,11:13:00,SEIGLE,1,1.8
152473,19/01/2021,11:15:00,COUPE,1,0.15
152473,19/01/2021,11:15:00,CAMPAGNE,1,1.8
152474,19/01/2021,11:17:00,BANETTE,1,1.05
152476,19/01/2021,11:22:00,BAGUETTE,1,0.9
152479,19/01/2021,11:26:00,COUPE,1,0.15
152480,19/01/2021,9:37 AM,CAFE OU EAU,1,1
152482,19/01/2021,11:30:00,COUPE,1,"0,15"
152483,19/01/2021,11:32:00,BAGUETTE,1,0.9
152484,19/01/2021,11:35:00,BAGUETTE,1,0.9
152486,19/01/2021,11:38:00,  SPECIAL BREAD  ,1,2.4
152487,19/01/2021,00:00:00,PAIN,1,1.15
152487,19/01/2021,11:41:00,BAGUETTE,1,0.9
152488,19/01/2021,11:44:00,TRADITIONAL BAGUETTE,1,1.2
152489,19/01/2021,11:44:00,TRADITIONAL BAGUETTE,1,1.2
152492,19/01/2021,11:56:00,BANETTE,1,1.05
152493,19/01/2021,11:59:00,TRADITIONAL BAGUETTE,1,1.2
152494,19/01/2021,12:00:00,BAGUETTE,1,0.9
152494,19/01/2021,12:00:00,CEREAL BAGUETTE,2,1.25
152495,19/01/2021,12:01:00,CEREAL BAGUETTE,-2,1.25
152495,19/01/2021,12:01:00,BAGUETTE,-1,0.9
152499,19/01/2021,12:06:00,TRADITIONAL BAGUETTE,3,1.2
152499,19/01/2021,12:06:00,KOUIGN AMANN,1,2.1
152500,19/01/2021,12:07:00,TRADITIONAL BAGUETTE,1,1.2
152502,19/01/2021,12:08:00,FORMULE SANDWICH,1,6.5
152503,19/01/2021,12:08:00,BAGUETTE,2,0.9
152506,19/01/2021,12:17:00,BOULE 200G,1,1.1
152509,19/01/2021,12:22:00,COOKIE,5,1
152511,19/01/2021,12:01:00,SACHET VIENNOISERIE,1,4
152512,19/01/2021,12:26:00,TRADITIONAL BAGUETTE,1,1.2
152520,19/01/2021,12:50:00,BANETTE,1,1.05
152522,19/01/2021,12:54:00,COUPE,1,0.15
152522,19/01/2021,12:54:00,BOULE 200G,1,1.1
152523,19/01/2021,12:55:00,BANETTE,1,1.05
152524,19/01/2021,13:03:00,SPECIAL BREAD,1,2.4
152525,19/01/2021,13:03:00,DIVERS PATISSERIE,-1,4
152526,19/01/2021,13:04:00,BAGUETTE,2,0.9
152532,19/01/2021,13:14:00,DIVERS PATISSERIE,1,6
152534,19/01/2021,13:18:00,BOULE 400G,1,
152536,19/01/2021,13:26:00,TRADITIONAL BAGUETTE,1,1.2
152537,19/01/2021,13:38:00,TRADITIONAL BAGUETTE,1,1.2
152541,19/01/2021,13:54:00,SANDWICH COMPLET,2,4.5
152542,19/01/2021,13:57:00,SAND JB EMMENTAL,1,3.5
152545,19/01/2021,14:01:00,COMPLET,1,1.5
152545,19/01/2021,14:01:00,COUPE,1,0.15
152548,19/01/2021,17:08:00,TRADITIONAL BAGUETTE,9,1.2
152550,19/01/2021,17:15:00,TRADITIONAL BAGUETTE,1,1.2
152551,19/01/2021,00:00:00,COUPE,2,0.15
152553,19/01/2021,17:38:00,TRADITIONAL BAGUETTE,1,1.2
152555,19/01/2021,17:46:00,COUPE,1,0.15
152555,19/01/2021,17:46:00,  BOULE 400G  ,1,1.5
152558,19/01/2021,17:59:00,TRADITIONAL BAGUETTE,1,1.2
152559,19/01/2021,18:00:00,PAIN BANETTE,1,"1,4"
152560,19/01/2021,18:01:00,QUIM BREAD,2,1
152561,19/01/2021,18:09:00,PAIN,1,1.15
152563,19/01/2021,18:10:00,TRADITIONAL BAGUETTE,1,"1,2"
152564,19/01/2021,18:12:00,TRADITIONAL BAGUETTE,2,1.2
152565,19/01/2021,18:15:00,TRADITIONAL BAGUETTE,2,€ 1.2
152565,19/01/2021,18:15:00,DIVERS CONFISERIE,1,3
152569,19/01/2021,18:01:00,CHAUSSON AUX POMMES,1,1.4
152570,19/01/2021,18:34:00,TRADITIONAL BAGUETTE,3,1.2
152572,19/01/2021,18:46:00,CROISSANT,2,1.1
152574,21/01/2021,08:47:00,BAGUETTE,1,0.9
152574,21/01/2021,08:47:00,CROISSANT,1,1.1
152575,21/01/2021,09:10:00,BAGUETTE,1,0.9
152585,21/01/2021,10:07:00,BANETTE,1,1.05
152586,21/01/2021,10:09:00,  BAGUETTE  ,1,0.9
152588,21/01/2021,10:22:00,TRADITIONAL BAGUETTE,2,1.2
152589,21/01/2021,10:24:00,BAGUETTE,1,0.9
152590,21/01/2021,10:26:00,COUPE,1,0.15
152590,21/01/2021,10:26:00,PAIN AUX RAISINS,1,1.4
152590,21/01/2021,10:26:00,SPECIAL BREAD,1,2.4
152592,21/01/2021,10:32:00,TRADITIONAL BAGUETTE,1,1.2
152592,21/01/2021,10:32:00,BANETTINE,1,0.6
152595,21/01/2021,10:51:00,BAGUETTE,1,0.9
152596,21/01/2021,10:52:00,TRADITIONAL BAGUETTE,1,€ 1.2
152597,21/01/2021,10:54:00,TRADITIONAL BAGUETTE,1,1.2
152600,21/01/2021,11:04:00,QUIM BREAD,1,1
152601,21/01/2021,11:05:00,BAGUETTE,4,0.9
152601,21/01/2021,11:05:00,TARTELETTE,1,2
152603,21/01/2021,11:17:00,DIVERS VIENNOISERIE,1,4
152604,21/01/2021,11:18:00,DEMI BAGUETTE,1,0.45
152604,21/01/2021,11:18:00,TRADITIONAL BAGUETTE,1,1.2
152605,21/01/2021,11:20:00,TRADITIONAL BAGUETTE,1,1.2
152605,21/01/2021,11:20:00,CROISSANT,2,€ 1.1
152605,21/01/2021,11:20:00,FICELLE,1,0.6
152607,21/01/2021,11:22:00,BANETTINE,1,0.6
152607,21/01/2021,11:22:00,BANETTE,1,1.05
152611,21/01/2021,11:37:00,CAMPAGNE,2,1.8
152611,21/01/2021,11:37:00,COUPE,2,0.15
152612,21/01/2021,11:40:00,BAGUETTE,1,0.9
152616,21/01/2021,11:46:00,TRADITIONAL BAGUETTE,1,1.2
152617,21/01/2021,11:50:00,TRADITIONAL BAGUETTE,1,1.2
152619,21/01/2021,11:59:00,PARIS BREST,3,2
152622,21/01/2021,12:07:00,BOULE 200G,1,1.1
152623,21/01/2021,12:07:00,BANETTE,1,1.05
152625,21/01/2021,12:14:00,CAMPAGNE,1,1.8
152632,21/01/2021,12:28:00,TARTELETTE,3,2
152633,21/01/2021,00:00:00,BAGUETTE,1,0.9
152634,21/01/2021,12:33:00,BOULE 400G,1,1.5
152636,21/01/2021,12:37:00,COUPE,1,0.15
152639,21/01/2021,12:39:00,TARTELETTE,1,2
152640,21/01/2021,12:39:00,BAGUETTE,2,0.9
152641,21/01/2021,12:45:00,TRADITIONAL BAGUETTE,1,1.2
152644,21/01/2021,12:47:00,BANETTE,1,1.05
152644,21/01/2021,12:47:00,TRADITIONAL BAGUETTE,2,1.2
152646,21/01/2021,13:00:00,BANETTE,1,1.05
152648,21/01/2021,13:04:00,TRADITIONAL BAGUETTE,3,1.2
152649,21/01/2021,13:05:00,DEMI BAGUETTE,1,0.45
152650,21/01/2021,13:06:00,BOULE 400G,1,1.5
152650,21/01/2021,13:06:00,FINANCIER X5,1,3
152651,21/01/2021,13:06:00,TRADITIONAL BAGUETTE,1,1.2
152654,21/01/2021,13:10:00,TRADITIONAL BAGUETTE,1,1.2
152656,21/01/2021,00:00:00,BANETTINE,1,0.6
152657,21/01/2021,13:13:00,CEREAL BAGUETTE,1,1.25
152659,21/01/2021,13:14:00,TRADITIONAL BAGUETTE,2,1.2
152660,21/01/2021,13:17:00,TRADITIONAL BAGUETTE,1,1.2
152661,21/01/2021,13:20:00,TRADITIONAL BAGUETTE,3,1.2
152662,21/01/2021,13:21:00,  COUPE  ,2,0.15
152665,21/01/2021,13:24:00,FORMULE SANDWICH,1,6.5
152674,21/01/2021,13:38:00,BAGUETTE,1,0.9
152675,21/01/2021,13:44:00,TRADITIONAL BAGUETTE,2,1.2
152676,21/01/2021,13:45:00,DIVERS SANDWICHS,1,5
152677,21/01/2021,13:46:00,TRADITIONAL BAGUETTE,1,1.2
152680,21/01/2021,13:52:00,CROISSANT,2,1.1
152681,21/01/2021,13:57:00,BOISSON 33CL,2,1.5
152683,21/01/2021,14:03:00,FORMULE SANDWICH,1,6.5
152685,21/01/2021,17:02:00,MOISSON,1,2
152687,21/01/2021,17:09:00,unknown,1,0.9
152688,21/01/2021,17:14:00,CAMPAGNE,1,1.8
152689,21/01/2021,17:26:00,DIVERS VIENNOISERIE,1,6
152690,21/01/2021,17:40:00,QUIM BREAD,1,1
152690,21/01/2021,17:40:00,KOUIGN AMANN,1,2.1
152692,21/01/2021,17:43:00,TRADITIONAL BAGUETTE,1,1.2
152693,21/01/2021,17:50:00,MOISSON,1,2
152693,21/01/2021,17:50:00,BANETTE,1,1.05
152695,21/01/2021,17:53:00,TRADITIONAL BAGUETTE,2,1.2
152696,21/01/2021,17:58:00,FONDANT CHOCOLAT,1,2.5
152696,21/01/2021,17:58:00,TRADITIONAL BAGUETTE,1,1.2
152699,21/01/2021,18:23:00,TRADITIONAL BAGUETTE,4,1.2
152702,21/01/2021,18:30:00,unknown,1,1.5
152702,21/01/2021,18:30:00,PAIN CHOCO AMANDES,1,1.5
152704,21/01/2021,18:35:00,BAGUETTE,1,0.9
152704,21/01/2021,18:35:00,COUPE,1,0.15
152707,21/01/2021,18:39:00,TRADITIONAL BAGUETTE,2,1.2
152708,21/01/2021,18:42:00,TRADITIONAL BAGUETTE,1,1.2
152708,21/01/2021,18:42:00,COOKIE,1,1
152713,22/01/2021,08:50:00,SACHET VIENNOISERIE,1,4
152714,22/01/2021,08:57:00,CROISSANT,2,1.1
152715,22/01/2021,09:03:00,BANETTINE,1,0.6
152716,22/01/2021,09:06:00,COUPE,1,0.15
152718,22/01/2021,09:26:00,PAIN AUX RAISINS,2,1.4
152722,22/01/2021,09:41:00,TRADITIONAL BAGUETTE,1,1.2
152723,22/01/2021,09:43:00,TRADITIONAL BAGUETTE,2,1.2
152724,22/01/2021,09:46:00,COUPE,1,0.15
152725,22/01/2021,09:48:00,PAIN AU CHOCOLAT,2,1.2
152729,22/01/2021,10:02:00,BANETTE,1,1.05
152733,22/01/2021,10:12:00,TRADITIONAL BAGUETTE,1,1.2
152735,22/01/2021,10:14:00,BANETTINE,2,0.6
152736,22/01/2021,10:16:00,BANETTINE,1,0.6
152737,22/01/2021,10:26:00,BANETTINE,1,0.6
152738,22/01/2021,10:31:00,COUPE,-1,0.15
152739,22/01/2021,10:31:00,TRADITIONAL BAGUETTE,2,1.2
152740,22/01/2021,10:37:00,CROISSANT,1,1.1
152740,22/01/2021,00:00:00,PAIN AU CHOCOLAT,1,1.2
152743,22/01/2021,10:57:00,TRADITIONAL BAGUETTE,1,1.2
152745,22/01/2021,11:14:00,TRADITIONAL BAGUETTE,1,1.2
152746,22/01/2021,11:15:00,PAIN AU CHOCOLAT,1,1.2
152747,22/01/2021,11:16:00,COUPE,1,0.15
152748,22/01/2021,11:16:00,TRADITIONAL BAGUETTE,1,1.2
152748,22/01/2021,11:16:00,  CROISSANT  ,1,1.1
152749,22/01/2021,11:17:00,BOULE 400G,1,1.5
152750,22/01/2021,11:23:00,BAGUETTE,3,0.9
152753,22/01/2021,11:29:00,BAGUETTE,1,0.9
152754,22/01/2021,11:36:00,BANETTE,1,1.05
152754,22/01/2021,01:15:00,BANETTINE,1,0.6
152755,22/01/2021,11:37:00,DEMI BAGUETTE,1,0.45
152756,22/01/2021,11:41:00,TRADITIONAL BAGUETTE,1,1.2
152757,22/01/2021,11:42:00,TRADITIONAL BAGUETTE,1,1.2
152758,22/01/2021,11:45:00,COUPE,1,0.15
152759,22/01/2021,11:46:00,TRADITIONAL BAGUETTE,1,1.2
152761,22/01/2021,11:49:00,boule   400g,1,1.5
152761,22/01/2021,11:49:00,COUPE,2,0.15
152761,22/01/2021,11:49:00,BOULE 200G,1,1.1
152765,22/01/2021,12:00:00,TRADITIONAL BAGUETTE,2,1.2
152766,22/01/2021,12:02:00,BAGUETTE,1,0.9
152767,22/01/2021,12:04:00,FORMULE SANDWICH,2,6.5
152767,22/01/2021,12:04:00,FINANCIER X5,1,3
152767,22/01/2021,12:04:00,GAL FRANGIPANE 6P,1,12
152768,22/01/2021,12:06:00,PAIN BANETTE,1,1.4
152769,22/01/2021,12:08:00,BANETTE,1,1.05
152770,22/01/2021,12:11:00,BANETTE,1,1.05
152772,22/01/2021,12:18:00,TRADITIONAL BAGUETTE,1,1.2
152774,22/01/2021,12:01:00,COMPLET,2,"1,5"
152774,22/01/2021,12:01:00,COUPE,1,0.15
152774,22/01/2021,12:01:00,MOISSON,1,2
152775,22/01/2021,01:15:00,TRADITIONAL BAGUETTE,1,1.2
152776,22/01/2021,12:27:00,CEREAL BAGUETTE,2,1.25
152777,22/01/2021,12:27:00,TRADITIONAL BAGUETTE,5,1.2
152778,22/01/2021,12:28:00,,5,"0,9"
152779,22/01/2021,12:29:00,VIK BREAD,1,2.5
152780,22/01/2021,12:34:00,TRADITIONAL BAGUETTE,1,1.2
152783,22/01/2021,12:38:00,COUPE,1,0.15
152786,22/01/2021,12:40:00,TRADITIONAL BAGUETTE,1,1.2
152787,22/01/2021,12:42:00,TRADITIONAL BAGUETTE,1,1.2
152788,22/01/2021,12:46:00,TRADITIONAL BAGUETTE,1,1.2
152789,22/01/2021,12:49:00,TRADITIONAL BAGUETTE,1,1.2
152790,22/01/2021,12:51:00,BANETTE,1,1.05
152790,22/01/2021,12:51:00,PAIN BANETTE,1,1.4
152792,22/01/2021,12:55:00,TRADITIONAL BAGUETTE,4,1.2
152793,22/01/2021,12:57:00,DIVERS SANDWICHS,1,5
152793,22/01/2021,12:57:00,FLAN ABRICOT,1,2.1
152793,22/01/2021,12:57:00,TARTELETTE,1,2
152794,22/01/2021,12:58:00,TRADITIONAL BAGUETTE,2,1.2
152795,22/01/2021,13:00:00,GACHE,1,5
152795,22/01/2021,13:00:00,CROISSANT AMANDES,2,1.4
152795,22/01/2021,13:00:00,PAIN AU CHOCOLAT,2,€ 1.2
152795,22/01/2021,13:00:00,special   bread,2,2.4
152795,22/01/2021,13:00:00,COUPE,2,0.15
152796,22/01/2021,13:06:00,CROISSANT AMANDES,1,1.4
152796,22/01/2021,13:06:00,TRADITIONAL BAGUETTE,2,1.2
152798,22/01/2021,13:08:00,GAL FRANGIPANE 4P,1,8
152798,22/01/2021,13:08:00,CROISSANT,2,1.1
152800,22/01/2021,13:09:00,TRADITIONAL BAGUETTE,1,1.2
152801,22/01/2021,13:10:00,VIK BREAD,1,2.5
152803,22/01/2021,13:10:00,TARTELETTE,2,2
152804,22/01/2021,13:12:00,FORMULE SANDWICH,1,"6,5"
152807,22/01/2021,13:13:00,BAGUETTE,1,0.9
152808,22/01/2021,13:17:00,DIVERS SANDWICHS,1,2.5
152809,22/01/2021,13:18:00,GAL FRANGIPANE 6P,1,12
152810,22/01/2021,13:20:00,BAGUETTE,1,0.9
152811,22/01/2021,13:29:00,TRADITIONAL BAGUETTE,2,1.2
152814,22/01/2021,13:42:00,SPECIAL BREAD,1,2.4
152814,22/01/2021,13:42:00,TARTELETTE,1,2
152816,22/01/2021,13:51:00,DIVERS SANDWICHS,1,2.5
152817,22/01/2021,13:57:00,FLAN ABRICOT,2,2.1
152818,22/01/2021,13:58:00,KOUIGN AMANN,1,
152821,22/01/2021,17:02:00,TRADITIONAL BAGUETTE,2,1.2
152826,22/01/2021,17:01:00,NANTAIS,1,2.5
152827,22/01/2021,17:30:00,BANETTE,1,1.05
152828,22/01/2021,17:31:00,GAL FRANGIPANE 4P,1,8
152829,22/01/2021,17:35:00,traditional   baguette,2,1.2
152831,22/01/2021,17:45:00,TRADITIONAL BAGUETTE,1,1.2
152832,22/01/2021,17:46:00,KOUIGN AMANN,1,2.1
152832,22/01/2021,17:46:00,FICELLE,1,0.6
152835,22/01/2021,17:59:00,TRADITIONAL BAGUETTE,1,1.2
152836,22/01/2021,18:12:00,TRADITIONAL BAGUETTE,2,1.2
152837,22/01/2021,18:13:00,COMPLET,1,1.5
152838,22/01/2021,18:17:00,FONDANT CHOCOLAT,1,2.5
152838,22/01/2021,18:17:00,CAMPAGNE,1,1.8
152838,22/01/2021,18:17:00,BOULE POLKA,1,1.6
152838,22/01/2021,18:17:00,NANTAIS,1,2.5
152839,22/01/2021,18:18:00,TARTELETTE,2,2
152839,22/01/2021,18:18:00,TRADITIONAL BAGUETTE,2,1.2
152839,22/01/2021,18:18:00,PARIS BREST,1,2
152841,22/01/2021,18:20:00,CEREAL BAGUETTE,1,1.25
152841,22/01/2021,18:20:00,QUIM BREAD,1,1
152846,22/01/2021,18:46:00,CEREAL BAGUETTE,1,1.25
152848,23/01/2021,08:50:00,CROISSANT,4,1.1
152849,23/01/2021,08:51:00,PAIN AU CHOCOLAT,1,1.2
152849,23/01/2021,08:51:00,BOISSON 33CL,2,1.5
152849,23/01/2021,08:51:00,FICELLE,1,0.6
152850,23/01/2021,08:53:00,CROISSANT,1,1.1
152851,23/01/2021,09:04:00,GAL FRANGIPANE 6P,4,12
152852,23/01/2021,09:05:00,CHAUSSON AUX POMMES,1,1.4
152852,23/01/2021,09:05:00,PAIN AU CHOCOLAT,3,1.2
152853,23/01/2021,09:05:00,PAIN,1,1.15
152856,23/01/2021,09:18:00,COUPE,1,0.15
152858,23/01/2021,09:44:00,TRADITIONAL BAGUETTE,-3,1.2
152859,23/01/2021,09:44:00,TRADITIONAL BAGUETTE,3,
152860,23/01/2021,09:46:00,PAIN AU CHOCOLAT,2,1.2
152860,23/01/2021,09:46:00,CROISSANT,2,1.1
152861,23/01/2021,00:00:00,BAGUETTE,2,0.9
152863,23/01/2021,09:52:00,BAGUETTE,2,0.9
152864,23/01/2021,09:53:00,PAIN AU CHOCOLAT,1,1.2
152865,23/01/2021,09:56:00,CROISSANT,1,1.1
152868,23/01/2021,10:03:00,TRADITIONAL BAGUETTE,1,1.2
152869,23/01/2021,10:07:00,COOKIE,1,1
152870,23/01/2021,10:08:00,PAIN,1,1.15
152874,23/01/2021,10:26:00,BAGUETTE,1,0.9
152874,23/01/2021,10:26:00,CEREAL BAGUETTE,1,1.25
152875,23/01/2021,10:30:00,BANETTE,1,1.05
152876,23/01/2021,10:31:00,BAGUETTE,1,0.9
152877,23/01/2021,10:35:00,BANETTINE,1,0.6
152879,23/01/2021,10:42:00,PAIN,2,
152880,23/01/2021,10:44:00,TRADITIONAL BAGUETTE,1,1.2
152880,23/01/2021,10:44:00,PAIN AU CHOCOLAT,2,1.2
152881,23/01/2021,10:45:00,BANETTINE,1,0.6
152883,23/01/2021,10:48:00,BAGUETTE,1,0.9
152885,23/01/2021,10:56:00,BANETTE,2,1.05
152887,23/01/2021,00:00:00,NANTAIS,1,2.5
152891,23/01/2021,11:10:00,TRADITIONAL BAGUETTE,2,1.2
152892,23/01/2021,01:15:00,TRADITIONAL BAGUETTE,2,1.2
152895,23/01/2021,11:28:00,TRADITIONAL BAGUETTE,1,1.2
152895,23/01/2021,11:28:00,PAIN AU CHOCOLAT,2,1.2
152897,23/01/2021,11:33:00,TRADITIONAL BAGUETTE,2,1.2
152897,23/01/2021,11:33:00,BAGUETTE,1,0.9
152897,23/01/2021,11:33:00,CROISSANT,3,1.1
152897,23/01/2021,11:33:00,PAIN AU CHOCOLAT,3,1.2
152902,23/01/2021,11:49:00,MILLES FEUILLES,3,2
152903,23/01/2021,11:50:00,unknown,1,1.5
152904,23/01/2021,11:51:00,PAIN AU CHOCOLAT,3,1.2
152905,23/01/2021,11:53:00,BAGUETTE,1,0.9
152906,23/01/2021,11:57:00,TRADITIONAL BAGUETTE,1,1.2
152909,23/01/2021,12:03:00,TRADITIONAL BAGUETTE,2,1.2
152911,23/01/2021,12:07:00,COUPE,1,0.15
152911,23/01/2021,12:07:00,TRADITIONAL BAGUETTE,1,1.2
152911,23/01/2021,12:07:00,COMPLET,1,1.5
152912,23/01/2021,12:07:00,TRADITIONAL BAGUETTE,1,1.2
152913,23/01/2021,12:08:00,TRADITIONAL BAGUETTE,1,1.2
152913,23/01/2021,12:08:00,BAGUETTE,6,0.9
152915,23/01/2021,12:10:00,BOULE 400G,1,1.5
152915,23/01/2021,12:10:00,COUPE,1,0.15
152915,23/01/2021,12:10:00,MOISSON,1,2
152918,23/01/2021,12:24:00,  CEREAL BAGUETTE  ,1,1.25
152919,23/01/2021,12:01:00,TRADITIONAL BAGUETTE,2,1.2
152920,23/01/2021,12:01:00,BAGUETTE,1,0.9
152920,23/01/2021,12:01:00,TRADITIONAL BAGUETTE,1,1.2
152921,23/01/2021,12:27:00,TRADITIONAL BAGUETTE,2,1.2
152922,23/01/2021,12:27:00,VIK BREAD,1,2.5
152926,23/01/2021,12:35:00,TRADITIONAL BAGUETTE,1,1.2
152928,23/01/2021,12:42:00,COUPE,1,0.15
152928,23/01/2021,12:42:00,CHAUSSON AUX POMMES,2,1.4
152930,23/01/2021,12:46:00,VIK BREAD,1,2.5
152931,23/01/2021,12:48:00,PAIN BANETTE,1,1.4
152931,23/01/2021,12:48:00,BANETTE,-2,1.05
152932,23/01/2021,12:50:00,SPECIAL BREAD,1,2.4
152932,23/01/2021,12:50:00,COUPE,2,0.15
152933,23/01/2021,12:51:00,BRIOCHE,1,5
152934,23/01/2021,12:52:00,CHAUSSON AUX POMMES,1,1.4
